roaster,product_name,origin,roast_type,size,price,hearts,total_reviews,heart_percentage,decaf,blend,single_origin,available_ground,tags,url,product_id,has_reviews,price_numeric,size_oz,price_per_oz
Tonys Coffee,Pacific Decaf,Unspecified,Dark Roast,12oz,$14.39,13,21,61.9,True,True,False,True,"Dark  Roast, Blend, Decaf, Fair Trade, Organic, Available Ground",/products/pacific-decaf,5d72b0f8f5153900162a1149,True,14.39,12,1.2
Tonys Coffee,Pacific Decaf,Unspecified,Dark Roast,80oz,$67.50,13,21,61.9,True,True,False,True,"Dark  Roast, Blend, Decaf, Fair Trade, Organic, Available Ground",/products/pacific-decaf,5d72b0f8f5153900162a1149,True,67.5,80,0.84
Seven Coffee Roasters,Roasters Choice,Unspecified,Dark Roast,12oz,$14.37,13,25,52.0,False,True,False,True,"Dark  Roast, Blend, Espresso, Available Ground",/products/roasters-choice,5a38d24437f8480014da7eef,True,14.37,12,1.2
Stamp Act Coffee,"Santiago Atitlan - Oaxaca, Mexico",Mexico,Light-Medium Roast,12oz,$19.80,13,16,81.2,False,False,True,False,"Light-Medium Roast, Mexico, Single Origin",/products/santiago-atitlan--oaxaca-mexico,65e65eeb9505f80002358e5c,True,19.8,12,1.65
Stamp Act Coffee,"Santiago Atitlan - Oaxaca, Mexico",Mexico,Light-Medium Roast,32oz,$44.55,13,16,81.2,False,False,True,False,"Light-Medium Roast, Mexico, Single Origin",/products/santiago-atitlan--oaxaca-mexico,65e65eeb9505f80002358e5c,True,44.55,32,1.39
Stamp Act Coffee,"Santiago Atitlan - Oaxaca, Mexico",Mexico,Light-Medium Roast,80oz,$121.50,13,16,81.2,False,False,True,False,"Light-Medium Roast, Mexico, Single Origin",/products/santiago-atitlan--oaxaca-mexico,65e65eeb9505f80002358e5c,True,121.5,80,1.52
Victrola Coffee Roasters,Big Band Blend,Unspecified,Dark Roast,12oz,$13.46,12,18,66.7,False,True,False,False,"Dark  Roast, Blend",/products/big-band-blend,63055d105c5eac000440d1f6,True,13.46,12,1.12
Seven Coffee Roasters,Diner Blend,Unspecified,Medium Roast,12oz,$15.27,11,19,57.9,False,True,False,True,"Medium Roast, Blend, Available Ground",/products/diner-blend,60247dea1c699d0004be8782,True,15.27,12,1.27
Olympia Coffee Roasting Co.,Decaf Asterisk,Colombia,Unspecified,12oz,$19.80,10,12,83.3,True,False,True,False,"Rotating Roast, Colombia, Decaf, Fair Trade, Single Origin",/products/decaf-asterisk,5a38d4cd37f8480014da7f01,True,19.8,12,1.65
Olympia Coffee Roasting Co.,Decaf Asterisk,Colombia,Unspecified,32oz,$50.49,10,12,83.3,True,False,True,False,"Rotating Roast, Colombia, Decaf, Fair Trade, Single Origin",/products/decaf-asterisk,5a38d4cd37f8480014da7f01,True,50.49,32,1.58
Olympia Coffee Roasting Co.,Decaf Asterisk,Colombia,Unspecified,80oz,$120.02,10,12,83.3,True,False,True,False,"Rotating Roast, Colombia, Decaf, Fair Trade, Single Origin",/products/decaf-asterisk,5a38d4cd37f8480014da7f01,True,120.02,80,1.5
Stamp Act Coffee,"Kayon Mountain, Guji Ethiopia - Natural",Ethiopia,Light Roast,12oz,$19.35,10,10,100.0,False,False,True,False,"Light Roast, Ethiopia, Organic, Single Origin",/products/kayon-mountain-guji-ethiopia--natural,65e75c0dea092f0002013934,True,19.35,12,1.61
Stamp Act Coffee,"Kayon Mountain, Guji Ethiopia - Natural",Ethiopia,Light Roast,32oz,$44.10,10,10,100.0,False,False,True,False,"Light Roast, Ethiopia, Organic, Single Origin",/products/kayon-mountain-guji-ethiopia--natural,65e75c0dea092f0002013934,True,44.1,32,1.38
Stamp Act Coffee,"Kayon Mountain, Guji Ethiopia - Natural",Ethiopia,Light Roast,80oz,$111.60,10,10,100.0,False,False,True,False,"Light Roast, Ethiopia, Organic, Single Origin",/products/kayon-mountain-guji-ethiopia--natural,65e75c0dea092f0002013934,True,111.6,80,1.4
Caffe Vita,Organic Decaf,Unspecified,Medium-Dark Roast,12oz,$17.10,7,10,70.0,True,False,True,True,"Medium-Dark Roast, Rotating, Decaf, Organic, Available Ground, Single Origin",/products/organic-decaf,5bcfe611a78a6085149c07d3,True,17.1,12,1.43
Caffe Vita,Organic Decaf,Unspecified,Medium-Dark Roast,80oz,$90.00,7,10,70.0,True,False,True,True,"Medium-Dark Roast, Rotating, Decaf, Organic, Available Ground, Single Origin",/products/organic-decaf,5bcfe611a78a6085149c07d3,True,90.0,80,1.12
Anchorhead Coffee,Decaf Colombia Excelso,Colombia,Medium Roast,10oz,$13.50,7,8,87.5,True,False,True,False,"Medium Roast, Colombia, Decaf, Direct Trade, Single Origin",/products/decaf-colombia-excelso,5d32597b26d1e20016dd908c,True,13.5,10,1.35
Anchorhead Coffee,Decaf Colombia Excelso,Colombia,Medium Roast,32oz,$36.00,7,8,87.5,True,False,True,False,"Medium Roast, Colombia, Decaf, Direct Trade, Single Origin",/products/decaf-colombia-excelso,5d32597b26d1e20016dd908c,True,36.0,32,1.12
Seven Coffee Roasters,Decaf Brazil Cerrado,Unspecified,Medium Roast,12oz,$15.27,7,12,58.3,True,True,False,True,"Medium Roast, Blend, Decaf, Available Ground",/products/decaf-brazil-cerrado,58ddcd0493e0211100817d4c,True,15.27,12,1.27
Blossom Coffee Roasters,Dilworth Decaf,Unspecified,Medium-Dark Roast,12oz,$16.65,6,11,54.5,True,True,False,True,"Medium-Dark Roast, Blend, Decaf, Fair Trade, Organic, Available Ground",/products/dilworth-decaf,5f1fcea49628d40004718e6b,True,16.65,12,1.39
Blossom Coffee Roasters,Dilworth Decaf,Unspecified,Medium-Dark Roast,32oz,$39.15,6,11,54.5,True,True,False,True,"Medium-Dark Roast, Blend, Decaf, Fair Trade, Organic, Available Ground",/products/dilworth-decaf,5f1fcea49628d40004718e6b,True,39.15,32,1.22
Blossom Coffee Roasters,Dilworth Decaf,Unspecified,Medium-Dark Roast,80oz,$81.00,6,11,54.5,True,True,False,True,"Medium-Dark Roast, Blend, Decaf, Fair Trade, Organic, Available Ground",/products/dilworth-decaf,5f1fcea49628d40004718e6b,True,81.0,80,1.01
Caffe Vita,Nor'Wester,Unspecified,Light-Medium Roast,12oz,$17.10,6,11,54.5,False,True,False,True,"Light-Medium Roast, Blend, Available Ground, Kosher",/products/norwester,618b0c61fccf61000486e62a,True,17.1,12,1.43
Caffe Vita,Nor'Wester,Unspecified,Light-Medium Roast,80oz,$90.00,6,11,54.5,False,True,False,True,"Light-Medium Roast, Blend, Available Ground, Kosher",/products/norwester,618b0c61fccf61000486e62a,True,90.0,80,1.12
Stamp Act Coffee,"Mafafas - Veracruz, Mexico",Mexico,Light-Medium Roast,12oz,$18.00,6,8,75.0,False,False,True,False,"Light-Medium Roast, Mexico, Single Origin",/products/mafafas--veracruz-mexico,68faa38221c66f042e3d9ecd,True,18.0,12,1.5
Stamp Act Coffee,"Mafafas - Veracruz, Mexico",Mexico,Light-Medium Roast,32oz,$43.88,6,8,75.0,False,False,True,False,"Light-Medium Roast, Mexico, Single Origin",/products/mafafas--veracruz-mexico,68faa38221c66f042e3d9ecd,True,43.88,32,1.37
Stamp Act Coffee,"Mafafas - Veracruz, Mexico",Mexico,Light-Medium Roast,80oz,$106.88,6,8,75.0,False,False,True,False,"Light-Medium Roast, Mexico, Single Origin",/products/mafafas--veracruz-mexico,68faa38221c66f042e3d9ecd,True,106.88,80,1.34
Olympia Coffee Roasting Co,Northwesterly Blend,Unspecified,Medium-Dark Roast,12oz,$18.00,5,8,62.5,False,True,False,False,"Medium-Dark Roast, Blend",/products/undefined,677c8963c7f9fd0031f7cbfb,True,18.0,12,1.5
Olympia Coffee Roasting Co,Northwesterly Blend,Unspecified,Medium-Dark Roast,32oz,$43.99,5,8,62.5,False,True,False,False,"Medium-Dark Roast, Blend",/products/undefined,677c8963c7f9fd0031f7cbfb,True,43.99,32,1.37
Olympia Coffee Roasting Co,Northwesterly Blend,Unspecified,Medium-Dark Roast,80oz,$94.14,5,8,62.5,False,True,False,False,"Medium-Dark Roast, Blend",/products/undefined,677c8963c7f9fd0031f7cbfb,True,94.14,80,1.18
Victrola Coffee Roasters,Peru Chirinos,Peru,Light Roast,12oz,$21.60,4,4,100.0,False,False,True,False,"Light Roast, Peru, Single Origin",/products/vietnam-dung-kno-anaerobic,67c1eacbb7c171000280a4dc,True,21.6,12,1.8
Victrola Coffee Roasters,Deco Decaf Blend,Unspecified,Medium-Dark Roast,12oz,$14.36,3,4,75.0,True,True,False,False,"Medium-Dark Roast, Blend, Decaf, Organic",/products/deco-decaf,623e03422bc078003ef0f9b9,True,14.36,12,1.2
Camber Coffee,Struttura,Unspecified,Medium Roast,12oz,$21.60,3,4,75.0,False,True,False,True,"Medium Roast, Blend, Espresso, Available Ground",/products/struttura,650de2a708f8ea0002e544af,True,21.6,12,1.8
Camber Coffee,Struttura,Unspecified,Medium Roast,32oz,$50.40,3,4,75.0,False,True,False,True,"Medium Roast, Blend, Espresso, Available Ground",/products/struttura,650de2a708f8ea0002e544af,True,50.4,32,1.57
Camber Coffee,Struttura,Unspecified,Medium Roast,80oz,$112.50,3,4,75.0,False,True,False,True,"Medium Roast, Blend, Espresso, Available Ground",/products/struttura,650de2a708f8ea0002e544af,True,112.5,80,1.41
Stamp Act Coffee,"Diego Ramirez - Huehuetenango, Guatemala",Guatemala,Light-Medium Roast,12oz,$21.60,3,4,75.0,False,False,True,False,"Light-Medium Roast, Guatemala, Single Origin",/products/diego-ramirez--huehuetenango-guatemala,65440c4053c025000214d5a4,True,21.6,12,1.8
Stamp Act Coffee,"Diego Ramirez - Huehuetenango, Guatemala",Guatemala,Light-Medium Roast,32oz,$51.84,3,4,75.0,False,False,True,False,"Light-Medium Roast, Guatemala, Single Origin",/products/diego-ramirez--huehuetenango-guatemala,65440c4053c025000214d5a4,True,51.84,32,1.62
Stamp Act Coffee,"Diego Ramirez - Huehuetenango, Guatemala",Guatemala,Light-Medium Roast,80oz,$129.60,3,4,75.0,False,False,True,False,"Light-Medium Roast, Guatemala, Single Origin",/products/diego-ramirez--huehuetenango-guatemala,65440c4053c025000214d5a4,True,129.6,80,1.62
Tonys Coffee,Half Calf,Unspecified,Medium Roast,12oz,$17.10,2,4,50.0,True,True,False,True,"Medium Roast, Blend, Organic, Half Decaf - Half Regular, Available Ground",/products/half-calf,5f80ddb98557150004dd95ea,True,17.1,12,1.43
Tonys Coffee,Half Calf,Unspecified,Medium Roast,80oz,$63.00,2,4,50.0,True,True,False,True,"Medium Roast, Blend, Organic, Half Decaf - Half Regular, Available Ground",/products/half-calf,5f80ddb98557150004dd95ea,True,63.0,80,0.79
Tonys Coffee,Small Farms,Unspecified,Light-Medium Roast,12oz,$16.20,2,5,40.0,False,True,False,True,"Light-Medium Roast, Blend, Available Ground, Kosher",/products/small-farms,6137ef737ff5000004e86cff,True,16.2,12,1.35
Tonys Coffee,Small Farms,Unspecified,Light-Medium Roast,80oz,$76.50,2,5,40.0,False,True,False,True,"Light-Medium Roast, Blend, Available Ground, Kosher",/products/small-farms,6137ef737ff5000004e86cff,True,76.5,80,0.96
Blossom Coffee Roasters,Kenya - Gatugi AA - Washed,Kenya,Light Roast,12oz,$20.70,2,3,66.7,False,False,True,True,"Light Roast, Kenya, Available Ground, Single Origin",/products/kenya-othaya-kiruga-aa,6149136d89b65c0004ee2ea2,True,20.7,12,1.72
Blossom Coffee Roasters,Kenya - Gatugi AA - Washed,Kenya,Light Roast,32oz,$46.80,2,3,66.7,False,False,True,True,"Light Roast, Kenya, Available Ground, Single Origin",/products/kenya-othaya-kiruga-aa,6149136d89b65c0004ee2ea2,True,46.8,32,1.46
Blossom Coffee Roasters,Kenya - Gatugi AA - Washed,Kenya,Light Roast,80oz,$103.50,2,3,66.7,False,False,True,True,"Light Roast, Kenya, Available Ground, Single Origin",/products/kenya-othaya-kiruga-aa,6149136d89b65c0004ee2ea2,True,103.5,80,1.29
Stamp Act Coffee,"Kolla Bolcha - Agaro, Ethiopia",Ethiopia,Light Roast,12oz,$21.60,2,3,66.7,False,False,True,False,"Light Roast, Ethiopia, Single Origin",/products/kolla-bolcha--lot--agaro-ethiopia,64752f57f5afb00002f614ab,True,21.6,12,1.8
Stamp Act Coffee,"Kolla Bolcha - Agaro, Ethiopia",Ethiopia,Light Roast,32oz,$51.84,2,3,66.7,False,False,True,False,"Light Roast, Ethiopia, Single Origin",/products/kolla-bolcha--lot--agaro-ethiopia,64752f57f5afb00002f614ab,True,51.84,32,1.62
Stamp Act Coffee,"Kolla Bolcha - Agaro, Ethiopia",Ethiopia,Light Roast,80oz,$124.20,2,3,66.7,False,False,True,False,"Light Roast, Ethiopia, Single Origin",/products/kolla-bolcha--lot--agaro-ethiopia,64752f57f5afb00002f614ab,True,124.2,80,1.55
Stamp Act Coffee,Base Layers - A Winter Blend 2025/26,Unspecified,Light-Medium Roast,12oz,$21.15,2,2,100.0,False,True,False,False,"Light-Medium Roast, Blend",/products/base-layers--a-winter-blend-,654a956ee3eefd0002940038,True,21.15,12,1.76
Stamp Act Coffee,Base Layers - A Winter Blend 2025/26,Unspecified,Light-Medium Roast,32oz,$49.41,2,2,100.0,False,True,False,False,"Light-Medium Roast, Blend",/products/base-layers--a-winter-blend-,654a956ee3eefd0002940038,True,49.41,32,1.54
Stamp Act Coffee,Base Layers - A Winter Blend 2025/26,Unspecified,Light-Medium Roast,80oz,$121.95,2,2,100.0,False,True,False,False,"Light-Medium Roast, Blend",/products/base-layers--a-winter-blend-,654a956ee3eefd0002940038,True,121.95,80,1.52
Blossom Coffee Roasters,Guatemala - Antonio Martinez  - Washed,Guatemala,Light Roast,12oz,$20.70,2,2,100.0,False,False,True,True,"Light Roast, Guatemala, Available Ground, Single Origin",/products/guatemala--antonio-martinez---washed,68c496eae1663767d601d292,True,20.7,12,1.72
Blossom Coffee Roasters,Guatemala - Antonio Martinez  - Washed,Guatemala,Light Roast,16oz,$23.85,2,2,100.0,False,False,True,True,"Light Roast, Guatemala, Available Ground, Single Origin",/products/guatemala--antonio-martinez---washed,68c496eae1663767d601d292,True,23.85,16,1.49
Blossom Coffee Roasters,Guatemala - Antonio Martinez  - Washed,Guatemala,Light Roast,32oz,$45.00,2,2,100.0,False,False,True,True,"Light Roast, Guatemala, Available Ground, Single Origin",/products/guatemala--antonio-martinez---washed,68c496eae1663767d601d292,True,45.0,32,1.41
Blossom Coffee Roasters,Guatemala - Antonio Martinez  - Washed,Guatemala,Light Roast,80oz,$99.00,2,2,100.0,False,False,True,True,"Light Roast, Guatemala, Available Ground, Single Origin",/products/guatemala--antonio-martinez---washed,68c496eae1663767d601d292,True,99.0,80,1.24
Kuma Coffee Roasters,Momma Bear 50/50 Decaf-Regular Blend,Unspecified,Light-Medium Roast,12oz,$21.47,1,2,50.0,True,True,False,False,"Light-Medium Roast, Blend, Half Decaf - Half Regular",/products/momma-bear--decafregular-blend,625e4927abf21300353c710d,True,21.47,12,1.79
Olympia Coffee Roasting Co,Colombia Taita,Colombia,Light Roast,12oz,$23.40,1,1,100.0,False,False,True,False,"Light Roast, Colombia, Direct Trade, Fair Trade, Single Origin",/products/taita-reserva,654041d70ebefe0002806c4c,True,23.4,12,1.95
Olympia Coffee Roasting Co,Colombia Taita,Colombia,Light Roast,32oz,$57.35,1,1,100.0,False,False,True,False,"Light Roast, Colombia, Direct Trade, Fair Trade, Single Origin",/products/taita-reserva,654041d70ebefe0002806c4c,True,57.35,32,1.79
Olympia Coffee Roasting Co,Colombia Taita,Colombia,Light Roast,80oz,$132.12,1,1,100.0,False,False,True,False,"Light Roast, Colombia, Direct Trade, Fair Trade, Single Origin",/products/taita-reserva,654041d70ebefe0002806c4c,True,132.12,80,1.65
Tonys Coffee,Trail Breaker,Unspecified,Dark Roast,12oz,$20.11,1,1,100.0,False,True,False,True,"Dark  Roast, Blend, Available Ground",/products/trail-breaker,677718a3a16e2b0002f68e0d,True,20.11,12,1.68
Victrola Coffee Roasters,Mexico Teddy Kim,Mexico,Light Roast,12oz,$22.50,1,1,100.0,False,False,True,False,"Light Roast, Mexico, Single Origin",/products/ethiopia-shantawene-station,680a5156a0144d00029424fc,True,22.5,12,1.88
Camber Coffee,Colombia Aponte Village,Colombia,Light Roast,12oz,$22.50,1,1,100.0,False,False,True,True,"Light Roast, Colombia, Available Ground, Single Origin",/products/colombia-aponte-village-1,68c05b974fab19453d5dd113,True,22.5,12,1.88
Camber Coffee,Colombia Aponte Village,Colombia,Light Roast,32oz,$53.10,1,1,100.0,False,False,True,True,"Light Roast, Colombia, Available Ground, Single Origin",/products/colombia-aponte-village-1,68c05b974fab19453d5dd113,True,53.1,32,1.66
Camber Coffee,Colombia Aponte Village,Colombia,Light Roast,80oz,$117.00,1,1,100.0,False,False,True,True,"Light Roast, Colombia, Available Ground, Single Origin",/products/colombia-aponte-village-1,68c05b974fab19453d5dd113,True,117.0,80,1.46
Blossom Coffee Roasters,Ethiopia Uraga Suke - Natural,Ethiopia,Light-Medium Roast,12oz,$20.25,1,1,100.0,False,False,True,True,"Light-Medium Roast, Ethiopia, Available Ground, Single Origin",/products/ethiopia-uraga-suke--natural,69161b5d3a409da048b2f4cd,True,20.25,12,1.69
Blossom Coffee Roasters,Ethiopia Uraga Suke - Natural,Ethiopia,Light-Medium Roast,32oz,$45.00,1,1,100.0,False,False,True,True,"Light-Medium Roast, Ethiopia, Available Ground, Single Origin",/products/ethiopia-uraga-suke--natural,69161b5d3a409da048b2f4cd,True,45.0,32,1.41
Blossom Coffee Roasters,Ethiopia Uraga Suke - Natural,Ethiopia,Light-Medium Roast,80oz,$99.00,1,1,100.0,False,False,True,True,"Light-Medium Roast, Ethiopia, Available Ground, Single Origin",/products/ethiopia-uraga-suke--natural,69161b5d3a409da048b2f4cd,True,99.0,80,1.24
Caffe Vita,KEXP Blend,Unspecified,Medium Roast,12oz,$17.10,0,0,0.0,False,True,False,True,"Medium Roast, Blend, Available Ground",/products/undefined,6322551ab10b7f0045b05736,False,17.1,12,1.43
Caffe Vita,KEXP Blend,Unspecified,Medium Roast,80oz,$90.00,0,0,0.0,False,True,False,True,"Medium Roast, Blend, Available Ground",/products/undefined,6322551ab10b7f0045b05736,False,90.0,80,1.12
Anchorhead Coffee,Megalodon Blend,Unspecified,Medium-Dark Roast,10oz,$18.90,0,0,0.0,False,True,False,False,"Medium-Dark Roast, Blend",/products/megalodon-blend,6570c2bdd1bf200002e4c22d,False,18.9,10,1.89
Anchorhead Coffee,Megalodon Blend,Unspecified,Medium-Dark Roast,32oz,$51.08,0,0,0.0,False,True,False,False,"Medium-Dark Roast, Blend",/products/megalodon-blend,6570c2bdd1bf200002e4c22d,False,51.08,32,1.6
Olympia Coffee Roasting Co,Colombia Clinton Ossa Micro Lot,Colombia,Light Roast,12oz,$26.55,0,0,0.0,False,False,True,False,"Light Roast, Colombia, Fair Trade, Direct Trade, Single Origin",/products/clinton-ossa-arusi-heirloom-ethiopia,6580db232e24280002d46bff,False,26.55,12,2.21
Olympia Coffee Roasting Co,Colombia Clinton Ossa Micro Lot,Colombia,Light Roast,32oz,$66.26,0,0,0.0,False,False,True,False,"Light Roast, Colombia, Fair Trade, Direct Trade, Single Origin",/products/clinton-ossa-arusi-heirloom-ethiopia,6580db232e24280002d46bff,False,66.26,32,2.07
Olympia Coffee Roasting Co,Colombia Clinton Ossa Micro Lot,Colombia,Light Roast,80oz,$154.40,0,0,0.0,False,False,True,False,"Light Roast, Colombia, Fair Trade, Direct Trade, Single Origin",/products/clinton-ossa-arusi-heirloom-ethiopia,6580db232e24280002d46bff,False,154.4,80,1.93
Victrola Coffee Roasters,Colombia Jose Gomez,Colombia,Light Roast,12oz,$21.60,0,0,0.0,False,False,True,False,"Light Roast, Colombia, Single Origin",/products/colombia-buenos-aries-natural,65eb5f39a2cdb70002e7356a,False,21.6,12,1.8
Victrola Coffee Roasters,Paramount Blend,Unspecified,Dark Roast,12oz,$16.20,0,0,0.0,False,True,False,False,"Dark  Roast, Blend",/products/paramount-blend,660dd07309c4e500029a1ec7,False,16.2,12,1.35
Victrola Coffee Roasters,Space Blend,Unspecified,Medium Roast,12oz,$17.10,0,0,0.0,False,True,False,False,"Medium Roast, Blend",/products/space-blend,66313edea4e4df0002c18714,False,17.1,12,1.43
Olympia Coffee Roasting Co,Ethiopia Buncho Honey,Ethiopia,Light Roast,12oz,$23.40,0,0,0.0,False,False,True,False,"Light Roast, Ethiopia, Fair Trade, Direct Trade, Single Origin",/products/buncho-honey,6720078461662f0002506882,False,23.4,12,1.95
Olympia Coffee Roasting Co,Ethiopia Buncho Honey,Ethiopia,Light Roast,32oz,$60.75,0,0,0.0,False,False,True,False,"Light Roast, Ethiopia, Fair Trade, Direct Trade, Single Origin",/products/buncho-honey,6720078461662f0002506882,False,60.75,32,1.9
Olympia Coffee Roasting Co,Ethiopia Buncho Honey,Ethiopia,Light Roast,80oz,$124.88,0,0,0.0,False,False,True,False,"Light Roast, Ethiopia, Fair Trade, Direct Trade, Single Origin",/products/buncho-honey,6720078461662f0002506882,False,124.88,80,1.56
Ladro Roasting,Ladro Blend,Unspecified,Medium Roast,12oz,$20.98,0,0,0.0,False,True,False,True,"Medium Roast, Blend, Available Ground",/products/ladro-blend,675b8b002b9c3a002a460f25,False,20.98,12,1.75
Ladro Roasting,Ladro Blend,Unspecified,Medium Roast,80oz,$92.13,0,0,0.0,False,True,False,True,"Medium Roast, Blend, Available Ground",/products/ladro-blend,675b8b002b9c3a002a460f25,False,92.13,80,1.15
Olympia Coffee Roasting Co,Peru Espíritu Wari Reserva,Peru,Light Roast,12oz,$21.60,0,0,0.0,False,False,True,False,"Light Roast, Peru, Direct Trade, Fair Trade, Single Origin",/products/undefined,679d3440e21ea70031fe4ac4,False,21.6,12,1.8
Olympia Coffee Roasting Co,Peru Espíritu Wari Reserva,Peru,Light Roast,32oz,$52.92,0,0,0.0,False,False,True,False,"Light Roast, Peru, Direct Trade, Fair Trade, Single Origin",/products/undefined,679d3440e21ea70031fe4ac4,False,52.92,32,1.65
Olympia Coffee Roasting Co,Peru Espíritu Wari Reserva,Peru,Light Roast,80oz,$121.05,0,0,0.0,False,False,True,False,"Light Roast, Peru, Direct Trade, Fair Trade, Single Origin",/products/undefined,679d3440e21ea70031fe4ac4,False,121.05,80,1.51
Tonys Coffee,Morning Tide,Unspecified,Light-Medium Roast,12oz,$21.02,0,0,0.0,False,True,False,True,"Light-Medium Roast, Blend, Organic, Available Ground",/products/morning-tide,679d29cb3ca58b0002f6ad82,False,21.02,12,1.75
Victrola Coffee Roasters,Nicaragua Luis Alberto,Nicaragua,Light Roast,12oz,$21.60,0,0,0.0,False,False,True,False,"Light Roast, Nicaragua, Single Origin",/products/nicaragua-luis-alberto-catimore,681a3148b248f300024c0e2f,False,21.6,12,1.8
Victrola Coffee Roasters,Guatemala Patzun Chimaltenango,Guatemala,Light Roast,12oz,$22.50,0,0,0.0,False,False,True,False,"Light Roast, Guatemala, Single Origin",/products/guatemala-fredy-morales-1,689f90f81028f0376c38baf2,False,22.5,12,1.88
Anchorhead Coffee,Peru Valle Sandia Reserve,Peru,Light-Medium Roast,10oz,$21.60,0,0,0.0,False,False,True,False,"Light-Medium Roast, Peru, Single Origin",/products/peru-valle-sandia-reserve,68b1e892d99e623d64d73e32,False,21.6,10,2.16
Anchorhead Coffee,Peru Valle Sandia Reserve,Peru,Light-Medium Roast,32oz,$58.50,0,0,0.0,False,False,True,False,"Light-Medium Roast, Peru, Single Origin",/products/peru-valle-sandia-reserve,68b1e892d99e623d64d73e32,False,58.5,32,1.83
Camber Coffee,Kenya Kii,Kenya,Light Roast,12oz,$23.40,0,0,0.0,False,False,True,True,"Light Roast, Kenya, Available Ground, Single Origin",/products/kenya-kii-1,68d6d2fc70d269f01cd1dfc7,False,23.4,12,1.95
Camber Coffee,Kenya Kii,Kenya,Light Roast,32oz,$55.80,0,0,0.0,False,False,True,True,"Light Roast, Kenya, Available Ground, Single Origin",/products/kenya-kii-1,68d6d2fc70d269f01cd1dfc7,False,55.8,32,1.74
Camber Coffee,Kenya Kii,Kenya,Light Roast,80oz,$123.30,0,0,0.0,False,False,True,True,"Light Roast, Kenya, Available Ground, Single Origin",/products/kenya-kii-1,68d6d2fc70d269f01cd1dfc7,False,123.3,80,1.54
Olympia Coffee Roasting Co,20th Anniversary Blend,Unspecified,Light Roast,12oz,$23.40,0,0,0.0,False,True,False,False,"Light Roast, Blend",/products/th-anniversary-blend,69126cce21b22a3bc9b52bf6,False,23.4,12,1.95
Olympia Coffee Roasting Co,20th Anniversary Blend,Unspecified,Light Roast,32oz,$57.73,0,0,0.0,False,True,False,False,"Light Roast, Blend",/products/th-anniversary-blend,69126cce21b22a3bc9b52bf6,False,57.73,32,1.8
Olympia Coffee Roasting Co,20th Anniversary Blend,Unspecified,Light Roast,80oz,$133.07,0,0,0.0,False,True,False,False,"Light Roast, Blend",/products/th-anniversary-blend,69126cce21b22a3bc9b52bf6,False,133.07,80,1.66
Kuma Coffee Roasters,Decaf Ethiopia Natural Suke Quto,Ethiopia,Medium Roast,12oz,$25.69,0,0,0.0,True,False,True,False,"Medium Roast, Ethiopia, Decaf, Single Origin",/products/decaf-ethiopia-natural-suke-quto-new,690d438109e33e832ec3da04,False,25.69,12,2.14
Victrola Coffee Roasters,Guatemala David Solano,Guatemala,Light Roast,12oz,$21.60,0,0,0.0,False,False,True,False,"Light Roast, Guatemala, Single Origin",/products/guatemala-david-solano,6929a998d23af104ce35a43b,False,21.6,12,1.8
Camber Coffee,Ethiopia Taaroo,Ethiopia,Light Roast,32oz,$66.60,0,0,0.0,False,False,True,True,"Light Roast, Ethiopia, Available Ground, Single Origin",/products/ethiopia-taaroo,693c806e3ef543005b1de642,False,66.6,32,2.08
Camber Coffee,Ethiopia Taaroo,Ethiopia,Light Roast,80oz,$142.20,0,0,0.0,False,False,True,True,"Light Roast, Ethiopia, Available Ground, Single Origin",/products/ethiopia-taaroo,693c806e3ef543005b1de642,False,142.2,80,1.78
Blossom Coffee Roasters,Colombia - Bourbon Sidra - Washed,Colombia,Light-Medium Roast,12oz,$21.60,0,0,0.0,False,False,True,True,"Light-Medium Roast, Colombia, Available Ground, Single Origin",/products/colombia--bourbon-sidra--washed,6942fc5dbba0724f14915211,False,21.6,12,1.8
Blossom Coffee Roasters,Colombia - Bourbon Sidra - Washed,Colombia,Light-Medium Roast,32oz,$46.80,0,0,0.0,False,False,True,True,"Light-Medium Roast, Colombia, Available Ground, Single Origin",/products/colombia--bourbon-sidra--washed,6942fc5dbba0724f14915211,False,46.8,32,1.46
Camber Coffee,Ethiopia Biloya,Ethiopia,Light Roast,12oz,$23.40,0,0,0.0,False,False,True,True,"Light Roast, Ethiopia, Available Ground, Single Origin",/products/ethiopia-biloya,6945bb1882434c819f6f57ad,False,23.4,12,1.95
Camber Coffee,Ethiopia Biloya,Ethiopia,Light Roast,32oz,$55.80,0,0,0.0,False,False,True,True,"Light Roast, Ethiopia, Available Ground, Single Origin",/products/ethiopia-biloya,6945bb1882434c819f6f57ad,False,55.8,32,1.74
Camber Coffee,Ethiopia Biloya,Ethiopia,Light Roast,80oz,$122.40,0,0,0.0,False,False,True,True,"Light Roast, Ethiopia, Available Ground, Single Origin",/products/ethiopia-biloya,6945bb1882434c819f6f57ad,False,122.4,80,1.53
Anchorhead Coffee,Colombia Cauca Cosurca,Colombia,Light-Medium Roast,10oz,$21.60,0,0,0.0,False,False,True,False,"Light-Medium Roast, Colombia, Single Origin",/products/colombia-cauca-cosurca,694f11976896d253dbc87d2d,False,21.6,10,2.16
